Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y,BBOX_SCORE
662,318.22,126.54,0.8977,318.22,123.29,0.905,318.22,123.29,0.787,323.09,124.92,0.9268,327.97,124.92,0.8416,323.09,134.67,0.9747,337.72,136.3,0.9546,319.84,152.55,0.9004,347.47,149.3,0.9778,314.97,152.55,0.9571,334.47,154.18,0.9435,326.34,173.68,0.9833,329.59,173.68,0.9337,336.1,201.31,0.8792,321.47,199.69,0.944,353.98,220.82,0.9061,319.84,224.07,0.9203,323.09,115.17,0.9551,326.34,129.8,0.936,327.97,173.68,0.9817,353.98,235.45,0.8401,310.09,228.95,0.8961,353.98,235.45,0.873,311.71,228.95,0.8861,357.23,224.07,0.8537,319.84,230.57,0.9869,13.54,23.07,106.31,79.7,59.62,42.51,10.41,0.0,307.4,112.08,363.17,236.91,1.0
663,316.64,125.3,0.9003,318.26,123.67,0.9192,318.26,122.04,0.7665,321.52,123.67,0.928,328.02,123.67,0.8423,321.52,135.05,0.9562,336.15,135.05,0.9518,319.89,152.94,0.9059,347.53,148.06,0.988,315.01,152.94,0.9661,334.52,154.57,0.9399,326.39,174.08,0.9634,329.65,174.08,0.9159,336.15,201.72,0.9106,321.52,200.1,0.9374,354.04,221.24,0.9459,318.26,224.49,0.9355,323.14,115.54,0.9496,326.39,128.55,0.9566,328.02,172.45,0.9766,350.78,234.24,0.8521,310.13,229.37,0.8974,352.41,234.24,0.8556,310.13,227.74,0.8748,358.92,224.49,0.8822,319.89,230.99,1.0222,9.76,23.07,104.62,84.81,51.44,56.55,11.92,90.0,306.56,112.45,364.11,237.33,1.0
664,316.65,125.22,0.8905,318.27,123.59,0.9143,318.27,123.59,0.7531,321.51,123.59,0.9266,328.0,123.59,0.8364,321.51,134.95,0.9621,336.11,134.95,0.9542,319.89,152.78,0.9024,347.46,147.92,0.9838,315.03,152.78,0.9702,334.49,154.41,0.9145,326.38,173.87,0.9714,329.62,173.87,0.9156,336.11,201.44,0.9159,321.51,199.81,0.965,353.95,220.9,0.9598,318.27,224.14,0.9248,323.13,115.49,0.9473,326.38,128.46,0.9493,328.0,172.24,0.9766,352.33,233.87,0.8391,310.16,227.38,0.8587,352.33,233.87,0.8469,310.16,227.38,0.8974,358.81,222.52,0.8577,318.27,230.63,1.0243,9.76,23.07,104.62,84.81,60.6,49.64,11.92,90.0,305.97,112.4,364.63,236.95,1.0
665,316.33,123.63,0.8842,317.95,122.02,0.909,317.95,122.02,0.7452,321.17,123.63,0.9227,327.62,123.63,0.8338,321.17,134.92,0.9645,335.68,134.92,0.9537,319.56,152.65,0.8902,346.96,149.43,1.0031,314.72,152.65,0.9742,334.07,154.26,0.9401,326.01,173.61,0.9918,329.23,173.61,0.9243,335.68,201.01,0.9192,321.17,199.4,0.9798,353.41,220.36,0.974,317.95,225.2,0.9165,322.78,115.57,0.927,326.01,128.47,0.9458,327.62,172.0,0.9919,353.41,233.26,0.8373,308.27,228.42,0.8868,353.41,234.87,0.866,309.88,228.42,0.9026,358.25,221.97,0.8684,317.95,230.03,1.0338,10.23,23.07,107.32,84.81,64.44,42.51,11.92,90.0,305.19,112.51,364.55,236.32,1.0
666,316.03,123.52,0.8705,317.64,121.92,0.9106,317.64,121.92,0.7418,320.85,123.52,0.9236,327.26,123.52,0.8337,320.85,134.75,0.9677,336.88,136.35,0.96,319.24,152.39,0.8974,348.11,149.18,0.9808,314.43,152.39,0.9867,333.68,153.99,0.9426,325.66,173.24,0.9885,330.47,173.24,0.9299,333.68,200.51,0.9096,322.45,198.9,0.9832,354.53,219.75,0.9484,316.03,226.17,0.9122,322.45,115.5,0.9239,325.66,128.33,0.9426,328.86,171.64,0.9989,354.53,234.19,0.8583,308.01,227.77,0.8852,354.53,232.58,0.8834,309.62,227.77,0.9012,357.73,221.36,0.8368,317.64,229.38,1.0129,4.11,30.9,112.75,84.81,65.45,47.29,9.8,71.57,304.49,112.46,364.47,235.63,1.0
667,316.24,125.23,0.8786,317.83,122.05,0.8937,317.83,122.05,0.747,321.02,123.64,0.9174,327.4,123.64,0.8151,321.02,134.8,0.9704,335.36,136.39,0.9498,319.43,152.33,0.9129,348.11,149.14,0.9782,314.64,152.33,0.9654,335.36,153.92,0.9407,325.8,173.05,0.993,330.58,173.05,0.9018,333.77,200.14,0.9007,321.02,198.55,0.9812,354.49,219.27,0.9454,316.24,225.64,0.9404,322.61,115.67,0.9219,325.8,128.42,0.9478,327.4,171.45,0.9859,352.9,233.61,0.8425,308.27,227.24,0.86,352.9,233.61,0.8702,308.27,227.24,0.8918,359.27,220.86,0.8281,317.83,230.43,1.0091,10.55,30.9,114.44,84.81,68.68,53.63,11.92,71.56,304.44,112.64,364.7,235.05,1.0
668,317.48,125.18,0.8698,317.48,121.98,0.9075,317.48,121.98,0.7547,320.68,123.58,0.925,327.08,123.58,0.801,320.68,134.78,0.9713,335.09,134.78,0.9424,319.08,152.39,0.917,347.89,147.59,0.9765,314.28,152.39,0.9806,335.09,153.99,0.9289,325.48,173.19,0.9954,330.29,173.19,0.9127,331.89,200.39,0.9014,320.68,198.79,0.9741,354.29,217.99,0.9448,315.88,225.99,0.9443,322.28,115.58,0.9265,325.48,128.38,0.9385,327.08,171.59,0.9916,352.69,232.39,0.8678,307.88,227.59,0.8657,354.29,232.39,0.8929,307.88,227.59,0.8994,359.09,221.19,0.833,317.48,230.79,1.0043,10.55,38.6,108.43,84.81,68.68,58.18,11.92,71.57,304.01,112.54,364.57,235.43,1.0
669,316.05,123.72,0.8529,317.65,122.13,0.9016,317.65,122.13,0.7349,320.84,123.72,0.9135,327.22,123.72,0.8138,320.84,134.9,0.9621,335.21,134.9,0.9412,319.24,152.45,0.9433,347.97,147.66,0.9985,314.46,152.45,0.9631,335.21,154.05,0.914,324.03,173.2,0.9935,330.42,171.6,0.9123,332.01,200.33,0.9079,320.84,198.74,0.9531,354.36,217.89,0.9299,316.05,225.87,0.9483,322.44,115.74,0.9272,325.63,128.51,0.9382,327.22,171.6,0.9945,354.36,232.25,0.8637,308.07,227.46,0.8518,354.36,232.25,0.9051,308.07,227.46,0.8963,359.15,219.48,0.8171,317.65,230.66,0.974,9.43,35.45,108.43,84.81,68.68,51.84,11.92,26.57,303.47,112.71,365.34,235.29,1.0
670,315.93,123.22,0.8567,317.54,121.61,0.905,317.54,121.61,0.7392,320.75,123.22,0.884,327.19,123.22,0.8231,320.75,136.08,0.9642,335.23,136.08,0.9358,319.14,152.17,0.939,346.49,148.95,1.0054,314.32,152.17,0.9512,335.23,153.78,0.898,323.97,173.08,0.9849,330.4,171.47,0.9143,332.01,200.42,0.9233,320.75,198.81,0.9498,354.53,218.11,0.9353,315.93,226.15,0.953,323.97,115.17,0.9296,325.58,128.04,0.9353,327.19,171.47,0.9961,354.53,232.59,0.8594,306.28,227.76,0.8648,354.53,230.98,0.8894,307.88,227.76,0.8879,359.35,219.72,0.8304,317.54,230.98,0.9619,9.43,35.45,107.99,84.29,70.53,51.84,5.0,26.57,303.54,112.12,365.3,235.64,1.0
671,316.19,122.32,0.8828,317.79,120.73,0.8716,317.79,120.73,0.7337,320.97,123.92,0.8967,327.34,123.92,0.8075,320.97,135.07,0.9489,335.31,135.07,0.9336,319.38,152.58,0.9634,346.45,147.81,0.9816,313.01,152.58,0.9548,335.31,154.18,0.8813,324.16,173.29,0.9842,330.53,171.7,0.915,330.53,200.36,0.9229,320.97,198.77,0.9426,354.42,217.88,0.9279,316.19,225.85,0.9544,324.16,115.95,0.8908,324.16,128.69,0.9389,327.34,171.7,0.9992,354.42,230.63,0.8356,306.64,227.44,0.8803,354.42,230.63,0.8799,308.23,227.44,0.8858,359.2,217.88,0.8436,316.19,229.03,0.9262,9.43,40.51,101.44,84.81,70.53,53.75,4.24,26.57,303.52,112.93,365.49,235.24,1.0
672,316.13,124.33,0.8854,317.72,122.74,0.8741,317.72,122.74,0.7425,320.89,124.33,0.9009,325.64,124.33,0.812,320.89,135.42,0.9309,335.14,135.42,0.9395,319.3,152.84,0.9601,346.23,148.09,0.9779,312.96,152.84,0.9588,335.14,154.43,0.8834,324.05,173.44,0.9733,330.39,171.86,0.9412,330.39,200.37,0.9144,320.89,198.79,0.9356,354.16,216.22,0.9046,316.13,225.72,0.9492,322.47,116.4,0.9134,324.05,129.08,0.9425,327.22,170.27,1.0081,355.74,230.47,0.8472,306.63,227.31,0.8827,355.74,228.89,0.8859,308.21,227.31,0.9158,358.91,216.22,0.8442,316.13,228.89,0.9168,9.43,43.07,101.44,84.81,70.53,49.97,2.73,71.57,303.38,113.39,365.32,235.07,1.0
673,316.17,124.34,0.8932,316.17,122.75,0.8832,316.17,122.75,0.744,319.35,124.34,0.8931,325.7,124.34,0.8114,319.35,135.46,0.9293,335.23,135.46,0.9436,317.76,151.35,0.9551,344.77,148.17,0.9682,312.99,152.94,0.9639,333.65,154.53,0.889,324.11,173.59,0.956,328.88,172.01,0.9427,328.88,200.61,0.9087,320.93,199.02,0.9277,354.3,216.5,0.9348,316.17,226.03,0.9508,322.52,116.39,0.939,324.11,129.1,0.941,327.29,170.42,1.0009,355.89,230.8,0.8509,306.63,227.62,0.8747,355.89,229.21,0.9029,308.22,227.62,0.8921,359.07,216.5,0.8686,316.17,229.21,0.9256,6.38,47.99,97.13,65.85,70.53,51.65,2.73,90.0,303.3,113.37,365.58,235.4,1.0
674,315.99,125.34,0.8848,315.99,123.74,0.8911,315.99,123.74,0.7752,320.77,123.74,0.8806,325.56,123.74,0.8295,320.77,134.91,0.9315,333.54,136.5,0.9379,317.58,152.46,0.9643,344.71,147.67,0.979,312.8,152.46,0.9409,333.54,154.05,0.8937,323.97,173.2,0.9809,328.75,171.6,0.9564,328.75,200.32,0.9187,320.77,198.73,0.9346,354.28,216.27,0.9147,315.99,225.85,0.9521,322.37,117.36,0.9619,323.97,128.53,0.9382,327.16,171.6,1.0134,357.47,229.04,0.8241,306.42,227.44,0.8847,355.87,229.04,0.8994,308.01,227.44,0.9017,359.06,216.27,0.868,315.99,229.04,0.9188,6.38,47.99,105.26,79.7,70.53,43.96,3.89,26.56,303.72,112.73,364.95,235.26,1.0
675,315.31,125.8,0.8812,316.92,124.18,0.8913,316.92,122.57,0.7663,320.14,124.18,0.9112,324.98,125.8,0.8554,320.14,135.47,0.9571,334.65,135.47,0.9255,318.53,151.59,0.9432,344.33,148.37,0.9539,312.08,153.2,0.9286,334.65,154.81,0.8922,323.37,172.55,0.9763,329.82,172.55,0.9603,328.2,199.95,0.9097,321.76,198.34,0.9546,354.0,216.07,0.9094,315.31,225.74,0.9393,321.76,117.74,0.9238,324.98,129.02,0.9115,326.59,170.93,0.9837,357.22,228.97,0.824,305.64,227.36,0.8768,355.61,227.36,0.893,307.25,227.36,0.9238,358.83,216.07,0.8656,316.92,230.58,0.9424,4.11,47.99,93.18,70.25,67.3,43.96,13.74,53.13,303.59,111.45,364.1,235.26,1.0
676,315.28,126.45,0.8821,316.91,123.19,0.9148,316.91,123.19,0.792,321.81,124.82,0.9307,325.07,124.82,0.8848,320.17,134.61,0.9315,334.86,136.24,0.9236,318.54,150.93,0.923,344.65,149.3,0.9612,312.02,152.56,0.9283,336.49,154.19,0.8371,323.44,172.14,0.9469,329.96,172.14,0.9514,326.7,199.88,0.9217,321.81,199.88,0.9332,352.81,214.56,0.9123,315.28,225.98,0.9333,321.81,116.66,0.9277,325.07,129.72,0.9118,326.7,170.51,0.9589,357.7,225.98,0.8022,305.49,227.61,0.868,356.07,224.35,0.8788,308.75,227.61,0.9316,357.7,214.56,0.8681,316.91,229.25,0.9495,2.35,53.93,95.91,70.25,66.5,37.44,11.75,53.13,304.47,110.3,363.62,235.61,1.0
677,315.33,124.21,0.8852,316.94,122.6,0.8894,316.94,122.6,0.7893,320.15,124.21,0.9228,324.98,125.82,0.8399,320.15,135.47,0.959,334.63,135.47,0.9055,318.55,151.55,0.9386,344.28,148.33,0.9506,312.11,153.16,0.9316,336.24,154.77,0.8572,323.37,172.46,0.9461,329.8,172.46,0.9457,326.59,199.81,0.8959,320.15,199.81,0.943,352.32,214.28,0.8955,315.33,225.54,0.9373,323.37,116.17,0.9175,323.37,129.03,0.9106,326.59,170.85,0.9596,357.15,223.93,0.7925,305.68,227.15,0.8965,355.54,223.93,0.8346,307.29,227.15,0.9375,357.15,214.28,0.8412,316.94,230.37,0.9699,8.82,53.93,88.21,70.25,69.92,34.08,4.4,53.13,304.14,111.5,363.51,235.03,1.0
678,314.92,126.13,0.9075,316.55,124.5,0.9177,316.55,124.5,0.7891,321.45,124.5,0.9324,324.71,124.5,0.8871,319.82,134.29,0.9087,334.5,135.92,0.9489,318.18,150.61,0.9091,344.29,148.97,0.9871,311.66,153.87,0.9111,334.5,155.5,0.8822,323.08,171.82,0.9508,329.61,171.82,0.9878,326.34,199.56,0.9096,321.45,197.93,0.9527,352.45,214.25,0.884,314.92,225.67,0.9182,321.45,116.34,0.9336,324.71,129.39,0.9285,326.34,171.82,0.9645,357.35,224.04,0.805,306.76,227.3,0.8839,355.72,222.41,0.8576,308.39,227.3,0.9373,357.35,214.25,0.8483,316.55,230.57,0.9769,4.11,53.93,93.18,57.72,65.45,34.08,11.83,0.0,304.83,109.97,362.54,235.3,1.0
679,314.59,125.95,0.9243,316.22,124.31,0.928,316.22,124.31,0.805,321.14,124.31,0.9168,326.06,124.31,0.9092,321.14,135.79,0.916,334.26,137.42,0.954,317.86,150.54,0.8979,344.09,150.54,0.9691,311.31,153.82,0.8992,332.62,155.46,0.9175,322.78,173.49,0.9566,330.98,173.49,0.9906,326.06,199.72,0.9238,321.14,199.72,0.9452,350.65,212.84,0.8805,314.59,225.95,0.9099,321.14,116.11,0.9357,324.42,129.23,0.9338,326.06,171.85,0.9747,357.21,222.67,0.7983,306.39,227.59,0.8969,355.57,222.67,0.8624,308.03,227.59,0.9392,355.57,212.84,0.8469,316.22,230.87,0.9769,6.52,54.8,103.67,50.91,64.65,28.24,11.83,45.0,305.11,109.72,361.77,235.62,1.0
680,315.28,126.39,0.9023,316.89,124.77,0.9054,315.28,124.77,0.7731,320.13,124.77,0.9255,324.98,124.77,0.895,320.13,136.09,0.9001,334.69,136.09,0.9536,318.51,150.66,0.8978,344.4,149.04,1.0047,312.04,153.89,0.8895,334.69,155.51,0.8945,321.75,173.31,0.9467,329.84,173.31,0.9563,324.98,200.81,0.9484,321.75,199.19,0.9017,350.87,212.14,0.8839,315.28,226.7,0.8933,321.75,116.68,0.9563,323.37,129.62,0.9246,326.6,171.69,0.9591,357.34,223.46,0.7945,307.19,228.32,0.8986,355.73,221.85,0.8419,308.8,228.32,0.9319,355.73,212.14,0.8529,316.89,229.94,0.9745,4.11,59.66,93.18,57.09,65.45,36.63,2.73,45.0,305.52,110.37,362.24,234.63,1.0
681,315.59,126.08,0.8983,315.59,124.49,0.8784,315.59,124.49,0.769,320.37,124.49,0.9077,325.15,126.08,0.8963,318.78,135.64,0.9413,333.11,135.64,0.8939,318.78,151.56,0.9353,344.26,149.97,0.9889,312.41,153.16,0.9152,333.11,156.34,0.8625,321.96,172.27,0.9325,329.93,172.27,0.9395,325.15,200.94,0.958,320.37,199.34,0.9179,350.63,212.09,0.9156,315.59,226.42,0.9097,321.96,118.12,0.9591,323.56,129.26,0.8963,326.74,172.27,0.9336,358.6,221.64,0.7872,306.04,228.01,0.8976,357.0,221.64,0.8501,307.63,228.01,0.9165,355.41,210.49,0.8403,318.78,231.2,0.9751,9.43,60.03,98.13,75.96,70.53,26.56,3.89,0.0,305.36,111.9,362.46,234.23,1.0
682,315.59,126.47,0.8877,315.59,124.88,0.8989,315.59,124.88,0.7592,320.36,124.88,0.9052,325.13,126.47,0.9069,318.77,136.01,0.9418,331.49,137.6,0.8884,318.77,151.9,0.9526,344.2,148.72,0.9903,312.41,153.49,0.9239,334.66,155.08,0.847,321.95,172.57,0.9416,329.9,172.57,0.9428,325.13,201.18,0.948,320.36,199.59,0.9143,350.56,210.71,0.9386,317.18,226.61,0.9026,321.95,116.94,0.9717,323.54,129.65,0.8939,326.72,172.57,0.9254,358.51,221.84,0.8061,307.64,228.2,0.9052,356.92,221.84,0.8588,309.23,228.2,0.9171,355.33,209.12,0.8389,318.77,231.38,0.9642,12.73,63.1,105.12,75.96,73.83,33.91,2.89,0.0,306.08,112.33,361.66,234.4,1.0
683,315.27,127.61,0.898,315.27,126.02,0.8916,315.27,126.02,0.7781,320.03,126.02,0.93,324.8,126.02,0.8926,320.03,135.56,0.9017,332.75,137.15,0.9038,318.45,151.45,0.9318,343.88,149.86,1.0078,310.5,154.63,0.9005,335.93,156.22,0.8501,323.21,173.71,0.9196,329.57,173.71,0.9301,324.8,200.73,0.9774,320.03,200.73,0.8914,350.24,211.86,0.9167,316.86,227.76,0.9228,321.62,118.07,0.942,323.21,130.79,0.9079,326.39,172.12,0.9557,356.6,221.4,0.8134,307.32,229.35,0.9057,356.6,221.4,0.8573,308.91,229.35,0.8695,355.01,208.68,0.8684,320.03,230.94,0.914,12.73,63.0,92.53,62.49,73.83,32.68,2.73,53.13,306.46,111.87,360.63,233.96,0.99
684,315.57,127.72,0.885,315.57,126.13,0.8982,315.57,126.13,0.7864,320.34,126.13,0.9259,325.11,126.13,0.8993,318.75,135.66,0.9002,333.06,137.25,0.9,318.75,151.56,0.9322,342.59,149.97,1.0037,310.8,154.74,0.9085,336.24,156.33,0.8347,323.52,173.82,0.9155,329.88,173.82,0.9193,323.52,200.84,0.9963,320.34,200.84,0.8878,350.54,210.38,0.8981,317.16,226.27,0.9071,320.34,118.18,0.9446,323.52,130.89,0.9071,326.7,172.23,0.9687,358.49,221.51,0.8308,307.62,229.45,0.9024,356.9,219.92,0.8331,309.21,227.86,0.8658,353.72,208.79,0.8826,320.34,231.04,0.9201,12.31,70.56,81.87,68.2,64.44,35.02,9.64,53.13,306.56,111.98,361.14,234.06,0.99
685,315.62,126.95,0.9016,315.62,125.33,0.9055,315.62,125.33,0.8012,320.46,125.33,0.9214,325.3,125.33,0.9221,320.46,136.63,0.9038,331.76,138.24,0.8667,318.85,152.76,0.9521,343.05,151.15,0.9833,310.78,155.99,0.9072,333.37,157.6,0.8877,322.08,173.73,0.9041,330.14,173.73,0.8941,323.69,201.16,1.0056,320.46,201.16,0.8726,351.12,210.84,0.9251,318.85,226.97,0.898,320.46,117.27,0.9602,323.69,130.17,0.9193,326.92,172.12,0.9286,357.57,222.13,0.8409,309.17,230.2,0.9049,355.96,220.52,0.8329,309.17,228.59,0.8745,354.34,209.23,0.9171,320.46,230.2,0.9547,15.86,67.19,97.5,62.49,67.99,40.81,9.64,45.0,307.33,110.97,361.02,234.88,0.99
686,315.36,127.92,0.9121,316.99,124.66,0.8976,315.36,126.29,0.8183,320.24,126.29,0.9093,325.13,126.29,0.9066,321.87,136.05,0.9345,333.26,139.31,0.8695,318.62,152.33,0.9519,343.03,152.33,0.9977,312.11,155.58,0.8714,334.89,157.21,0.9366,323.5,175.11,0.8997,330.01,175.11,0.8752,323.5,201.15,1.005,320.24,201.15,0.8778,349.54,210.92,0.9274,318.62,227.19,0.8694,321.87,118.15,0.9198,323.5,131.17,0.9497,326.75,173.49,0.9238,357.68,222.31,0.8454,308.85,230.45,0.9137,356.05,220.68,0.8266,310.48,228.82,0.9159,354.42,207.66,0.9331,321.87,230.45,0.9347,16.98,69.44,95.91,52.12,67.99,33.91,2.73,53.13,307.86,110.18,360.3,235.17,0.99
687,315.79,127.97,0.8699,317.36,126.4,0.8712,315.79,126.4,0.7556,320.49,126.4,0.8947,325.2,126.4,0.8642,322.06,137.38,0.9248,333.05,138.95,0.8965,320.49,153.07,0.8865,344.03,151.5,1.0138,312.65,154.64,0.8956,334.61,159.35,0.898,323.63,175.03,0.9517,329.91,175.03,0.9159,323.63,201.7,0.99,320.49,200.13,0.9035,350.3,211.12,0.8876,318.93,226.8,0.8708,322.06,118.56,0.9426,323.63,131.11,0.9009,326.77,173.46,0.9866,356.58,222.1,0.855,309.51,229.94,0.9145,356.58,220.53,0.8336,311.08,229.94,0.8816,353.44,207.98,0.9147,322.06,231.51,0.9305,17.19,70.56,91.38,72.98,68.2,40.82,2.89,53.13,308.0,114.01,359.66,234.49,0.99
688,315.95,129.5,0.8811,317.5,126.38,0.9125,315.95,127.94,0.7701,320.62,127.94,0.9226,326.84,126.38,0.8417,322.17,137.28,0.9161,333.07,138.84,0.9284,320.62,152.85,0.9384,343.97,151.3,1.0186,312.83,155.97,0.8942,334.63,159.08,0.9741,323.73,174.65,0.9235,329.96,174.65,0.9011,322.17,202.68,0.9759,320.62,201.12,0.9153,348.64,210.46,0.9003,320.62,226.03,0.8892,322.17,118.6,0.9001,325.29,132.61,0.8892,326.84,173.09,0.969,356.43,221.36,0.8722,311.27,230.7,0.8845,356.43,219.8,0.8603,311.27,229.15,0.8986,353.31,207.35,0.9192,322.17,230.7,0.8926,19.44,76.79,91.38,62.49,63.43,38.07,10.33,53.13,307.51,114.08,360.19,233.66,0.99
689,316.12,128.83,0.895,317.65,125.77,0.8736,316.12,125.77,0.794,320.72,127.3,0.899,325.32,127.3,0.7873,322.25,138.04,0.9487,332.99,138.04,0.9195,320.72,153.37,0.9648,343.72,153.37,1.0035,313.05,156.44,0.8962,332.99,161.04,0.9847,323.78,174.84,0.917,329.92,174.84,0.911,322.25,202.44,0.9588,320.72,202.44,0.9192,349.85,210.11,0.9107,320.72,226.98,0.903,322.25,119.63,0.9279,323.78,131.9,0.9063,326.85,173.31,0.9562,355.99,220.85,0.8589,311.52,231.58,0.8784,355.99,219.31,0.8437,313.05,230.05,0.9084,352.92,207.04,0.928,323.78,231.58,0.9024,18.43,77.66,89.45,62.49,63.43,44.73,2.89,53.13,306.93,115.19,360.57,232.96,0.99
690,316.94,129.07,0.92,316.94,127.49,0.9292,316.94,127.49,0.8233,321.66,127.49,0.915,326.38,127.49,0.8549,321.66,136.94,0.9278,334.25,138.51,0.9302,321.66,154.25,0.991,343.69,154.25,1.0072,312.21,157.4,0.8876,332.68,160.54,1.0022,323.23,174.71,0.936,331.1,174.71,0.9222,321.66,203.04,0.985,321.66,201.47,0.947,349.99,210.91,0.9162,321.66,226.65,0.9119,321.66,119.62,0.8987,324.81,132.21,0.9026,326.38,173.14,0.9529,356.29,221.93,0.8743,312.21,231.37,0.9143,356.29,220.36,0.8533,313.79,229.8,0.9177,353.14,207.76,0.9414,323.23,231.37,0.9339,19.44,77.66,91.22,71.57,63.43,44.73,11.83,45.0,306.85,113.48,360.08,234.36,0.99
691,316.64,128.82,0.9242,318.22,127.24,0.9253,316.64,127.24,0.8254,321.38,128.82,0.8806,327.7,127.24,0.8055,321.38,136.72,0.9144,334.02,139.88,0.9021,321.38,154.1,0.9767,343.5,155.68,0.9728,313.48,157.26,0.9013,332.44,160.42,0.987,322.96,174.64,0.9301,330.86,174.64,0.9129,321.38,203.08,0.9923,321.38,201.5,0.9119,348.24,209.4,0.9075,321.38,226.78,0.8982,322.96,119.34,0.8889,324.54,133.56,0.9186,327.7,173.06,0.9534,356.14,222.04,0.8614,313.48,231.52,0.9,356.14,220.46,0.8696,313.48,229.94,0.9348,352.98,207.82,0.9311,324.54,231.52,0.9445,19.44,79.94,97.77,68.2,59.04,44.75,1.77,45.0,306.66,113.18,359.8,234.52,0.99
692,316.27,129.25,0.9082,317.84,127.68,0.9178,316.27,127.68,0.8107,320.97,127.68,0.9006,327.23,127.68,0.8372,320.97,137.08,0.931,333.5,140.21,0.8852,320.97,154.31,0.979,344.47,155.88,0.9559,313.14,157.44,0.9092,333.5,162.14,0.9406,322.54,174.68,0.9284,330.37,176.24,0.8881,320.97,202.87,0.9739,320.97,201.31,0.9291,349.17,210.71,0.8932,322.54,226.37,0.9289,322.54,119.85,0.8823,324.1,132.38,0.911,327.23,174.68,0.9529,357.0,221.67,0.8703,313.14,231.07,0.8754,355.43,220.1,0.8647,314.7,229.5,0.9211,352.3,207.57,0.9208,324.1,231.07,0.9103,24.13,77.66,95.25,68.2,67.01,38.94,2.89,26.57,306.58,113.74,358.85,234.05,0.99
693,316.92,130.55,0.8887,316.92,129.0,0.9181,316.92,129.0,0.7748,321.56,129.0,0.9248,327.73,129.0,0.7873,321.56,138.27,0.931,333.91,139.81,0.9098,321.56,153.71,0.9923,343.17,155.25,0.9829,312.29,158.34,0.9038,332.36,161.43,0.9745,323.1,175.32,0.9277,330.82,175.32,0.8878,320.01,203.11,0.97,320.01,201.57,0.9062,346.26,209.29,0.9213,323.1,226.27,0.9202,323.1,119.74,0.8661,324.64,133.64,0.8884,327.73,175.32,0.9584,355.52,221.64,0.8799,315.38,230.9,0.8753,353.98,220.1,0.8725,315.38,229.36,0.921,350.89,207.74,0.9118,326.19,230.9,0.9192,29.51,83.1,91.22,63.44,66.16,39.89,2.1,0.0,306.86,115.26,359.41,233.84,0.99
694,317.04,130.81,0.8811,317.04,127.77,0.9057,317.04,127.77,0.7896,320.09,129.29,0.9121,326.18,129.29,0.773,321.61,138.43,0.9781,333.79,139.95,0.9121,321.61,153.66,0.9639,342.93,156.7,0.9991,312.47,158.22,0.9015,332.27,162.79,0.9632,323.13,174.98,0.9358,330.75,176.5,0.9247,320.09,203.91,0.9818,320.09,202.38,0.904,345.97,210.0,0.94,323.13,226.75,0.9317,323.13,120.16,0.9094,324.65,133.86,0.8983,327.7,174.98,0.9738,355.11,222.18,0.8769,315.52,229.79,0.8599,353.59,220.66,0.8766,317.04,229.79,0.8997,350.54,208.48,0.899,326.18,229.79,0.9324,29.51,82.77,88.87,63.44,75.32,39.89,2.1,26.56,307.29,117.26,358.77,234.21,0.99
695,315.22,130.15,0.8805,316.76,128.61,0.9174,316.76,127.08,0.791,321.38,130.15,0.9286,325.99,128.61,0.8287,321.38,137.85,0.9735,333.68,140.92,0.9034,321.38,153.23,0.9602,342.92,156.31,0.9989,313.68,159.39,0.8982,332.15,162.47,0.9189,322.91,174.78,0.9481,330.61,176.31,0.9167,319.84,204.01,0.9782,319.84,202.47,0.8959,345.99,210.17,0.9553,324.45,227.09,0.9223,322.91,120.92,0.8931,324.45,133.23,0.8786,327.53,174.78,0.9817,355.23,222.48,0.8852,316.76,230.17,0.8956,353.69,220.94,0.8835,318.3,228.63,0.9075,350.61,207.09,0.8652,327.53,230.17,0.9328,33.0,82.77,91.22,51.34,78.82,39.89,2.89,26.57,307.65,116.46,358.19,234.63,0.99
